"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2020,1,1,73,0,0,0,82.8,83.648,82.8,0,0,70.7,0,0,48,0,12,47,0,28.324,55.371,78.566,40.819,26.212,61.542,0
2020,1,2,92,59.227,0,77.989,31,0,36.463,95,94,65.237,94,99,45.293,98,0,40.084,0,31.798,0,0,0,0,21.729,24.926
2020,1,3,92,22.875,0,39.93,53.462,0,31.776,65,77,87,93,85,102,101,103,102,91,34.358,74.603,86.585,53.782,14.112,23.35,0
2020,1,4,69,45,28,30.653,51,48,34,44,38,34,33,45.112,82,95,30.877,0,29.548,93,44.387,48.796,30.069,0,0.376,4.487
2020,1,5,49.692,16,25,1.629,46.377,0,20.496,49.1,5.8,0,0.54,0.727,0,97,4.814,10.313,29.23,56,58,40.712,82.8,91,46.435,24.207
2020,1,6,88,74.3,0,46.435,65,31,59.62,20.422,58,58,58,67,74,84,59.489,27.779,75,25.762,15.943,6.166,0,71,0,24.933
2020,1,7,61,56,52.674,0,36.035,25,0,0,0,0,0,0,0,62.045,42.966,18.646,56,0,0,0,35.16,56,0,16.299
2020,1,8,66.59,69,68,13,70.595,80.793,67,16.2,60,53.511,27.243,26.848,65,0,26,18.783,56,0,0,14.482,22.266,56,0,23.659
2020,1,9,0,57,56,56,56,63,0,0,12.2,14.943,28.534,93,0,69,25.73,32.174,40.876,44.451,92,59.717,49.698,68.147,79.046,51.355
2020,1,10,4.68,66.409,76.493,30.36,23.11,3.956,0,0,4.68,11.573,37.341,92,0,0,0,44.862,0,0,0,73.341,62.465,82.058,47.757,47.068
2020,1,11,25.66,15.125,57.867,0,18.327,15.314,0,55,80,73.753,58,94,0,80.197,16.7,42.964,60.681,34.921,83.577,81.678,35.595,0,0,20.676
2020,1,12,0,0,0,0,0,4.203,0,28,0,0,55.164,99,0,0,0,40,65.976,51.983,94,48.703,83.685,0,0,24.885
2020,1,13,54.953,0,14,16.369,0,92,78.332,0,0,0,12.407,0,0,0,3.3,0,49.555,40.869,17.909,0,26.995,62,0,12.648
2020,1,14,37.3,0,29.752,12.515,0,37.027,23.036,0,0,0,50.109,0,0,1,64.466,6.107,95,23.392,44.459,32.781,59.27,88,0,40.733
2020,1,15,61.3,0,78.517,29.932,0,56,46.754,0,0,0,4,43,0,39,109,28,66,0,0,3,0,8,0,15
2020,1,16,8,16,18,62.573,0,57,46.251,0,0,0,0,17,0,16,71.493,0,24.944,79.765,32.607,21.573,52.577,26.505,46.62,42.534
2020,1,17,12.924,0,0,0,0,27,45.849,0,0,0,0,58,0,0,67,0,0,0,0,0,42.124,72,62.573,0
2020,1,18,26.308,0,0,0,0,71.789,49.666,0,0,0,0,9,0,0,69,0,44,7.382,0,0,25.953,35,39,32.633
2020,1,19,20.784,46.063,23,21,37.568,46,50.691,0,0,0,0,0,0,0,56,0,38,35.017,57.396,40.623,92,49.853,91,30.247
2020,1,20,22.939,15,36,36,37,95,69.315,0,0,0,0,10,0,0,53,1,47,16.303,0,1.587,32,0,57,41.606
2020,1,21,33.963,38.259,39,34,45.513,85,88.025,0,0,0,34,19,0,2,93,0,9.176,20.3,32.833,36.028,0,0,0,38.879
2020,1,22,26.936,0,10.551,0,0,93,63.975,0,0,62.665,47.814,0,0,0,16,39,0,30.03,48.076,61.913,11.2,0,1.863,29.975
2020,1,23,9.975,81.7,27,1,0,10.264,33.766,0,0,40.142,53.022,24.465,0,75,27,0,15.2,71.85,71.7,47.443,74.334,30.32,1.559,22.686
