"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2020,1,1,0,0,0,0,0,0,13.2,93,0,0,66,0,0,31,0,0,25.556,43.088,18.431,14.434,51.181,29.778,29.778,29.778
2020,1,2,0,0,39.454,0,0,40.684,0,0,0,0,0,0,0,0,0,0,0,34.141,82,37.884,40.547,59.615,56.067,32.05
2020,1,3,0,0,26.963,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0,36.37,1.397,0.415,38.218,31,58.939,69.316
2020,1,4,0,0,0,5.347,0,0,0,0,0,0,0,0,0,0,0,47.991,0,0,0,0,0,18.569,39.499,30.649
2020,1,5,0,0,31,54.371,0,56,0.772,0,0,59,28.277,38.12,37.405,0,0,0.272,0,0,0,2.047,0,0,46.565,40.931
2020,1,6,0,0,60,17.565,0,31,0,0,0,0,0,0,0,0,0,8.885,0,12,48.618,0,20.3,0,74,43.332
2020,1,7,0,0,3.326,56,0,31,56,0,58,58,31.31,65,65,2.955,0,14.245,0,12.571,0,0,20.84,0,56,28.328
2020,1,8,23.41,0,0,80,21.405,3.088,24,82.8,0,0,30.757,31.152,0,40.486,0,27.898,0,0,0,12.111,33.734,0,56,21.489
2020,1,9,56,0,0,0,0,0,42.944,49.767,82.8,63.402,45.772,0,43.122,0,28.27,0,0,23.549,0,0,29.474,0,0,46.645
2020,1,10,78.32,0,0,67.64,40.046,94.044,77.916,49.576,72.32,49.105,28.869,0,64.042,0,100,0,61.2,82.8,65.911,0,1.446,2.698,48.944,42.752
2020,1,11,68.34,0,0,95,45.134,67.916,88,0,0,0,0,0,81.147,0,80,0,0,58.079,8.423,1.702,44.029,68.432,57.366,42.225
2020,1,12,0,0,0,63,0,45.376,48.261,0,40.588,91,0,0,38.085,0,26.116,0,0,0,0,2.437,0,65.085,34.369,43.473
2020,1,13,0,82.8,0,80.631,0,0,2.267,79.615,0,57.389,0,0,66.236,0,60,0,13.53,0,47.091,22.798,0,0,41.923,28.438
2020,1,14,0,21,0,43.485,0,0,44.964,41.168,0,18.107,0,0,61.99,0,15.267,0,0,0,1.154,0,0,0,77.862,32.067
2020,1,15,0,60.3,0,65.068,0,0,46.246,54.504,0,46,60,0,86.614,0,0,0,0,3,3,0,0,0,0,0
2020,1,16,0,0,0,23.427,0,0,45.749,55.084,0,33,60,0,91.217,0,0,0,0,11.235,0,60.427,0,52.495,13.38,14.466
2020,1,17,20.757,0,0,56,0,0,10.151,26.877,0,0,58,0,65,0,0,0,0,29.253,0,0,0,0,0,0
2020,1,18,27.318,0,0,31,0,0,42.334,42.821,0,0,49.233,0,80,0,0,0,0,18.618,13.837,14,0.047,0,0,24.367
2020,1,19,18.21,0,0,31,0,0,7.309,40.008,0,0,60,0,43.712,0,0,0,0,21.339,0,21.889,0,0,0,48.136
2020,1,20,35.508,0,0,60,0,0,23.685,54.504,0,0,60,0,46.049,0,0,0,0,8.697,26,29.413,0,0,0,28.394
2020,1,21,33.504,0,0,31,0,0,0.975,53.345,0,0,0,0,88,0,0,0,38.313,0,0,36.028,0,48.387,0,33.338
2020,1,22,34.444,0,0,91,0,0,28.025,54.504,0,0,0,0,90,0,60,0,46.631,0.746,14.984,29.087,82.8,0,46.902,29.072
2020,1,23,44.776,0,0,60,0,0,22.234,34.21,0,0,0,11.083,58.189,0,60,0,82.8,21.15,20.3,20.3,20.666,66.68,72.131,26.334
2020,1,24,27.801,0,0,60,0,31,30.043,41.168,0,0,0,7.503,85,0,60,0,76.561,46.254,44.989,5.669,24.569,4.19,55.685,39.043
2020,1,25,33.557,55.635,0,0,20.406,25.123,31,2,0,0,0,6.145,65,0,66,16.772,5.289,0,8.475,30.217,23.557,0,47.154,24.328
2020,1,26,26.559,30.915,31,49.955,0,38.657,20.871,34.57,0,0,0,18.858,98,86.4,96,48.071,34.57,14.902,32.279,21.211,20.52,0,57.784,22.226
2020,1,27,21.643,17.87,0,50.551,0,56,0,0,0,0,0,1.573,65,25,66,0,0,20.091,0,10,25,0,50.53,18.451
2020,1,28,24.282,25.233,20.901,47.081,0,25.3,22.195,0,0,0,0,17,80,19,100,27.182,36.279,30.3,42.465,22.992,0,0,79.536,22.444
2020,1,29,21.291,23.927,31,49.97,0,40.7,56,0,0,0,0,0,65,0,66,29.184,5.877,36.575,44.509,26.044,0,0,78,26.188
2020,1,30,28.288,29.992,31,56,0,56,0,0,0,0,0,0,80,0,80,56.56,5.955,63.127,49.482,98,43.619,0,46.106,38.5
2020,1,31,39.786,49.71,60,13.2,0,80,17.502,38.454,0,0,22.759,0,44,0,0,0,0,44,0,0,0,0,71.404,47.5
