"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2020,1,1,55,50,30,35.33,14.39,0,41.4,5.33,0,34.9,0,0,20.7,9,0,3.766,20.3,20.3,47.7,49.936,41.4,41.4,0,30
2020,1,2,24,34,0,0,0,0,20.7,26,72,72,0,28.12,77,52.126,74,20.7,3.918,0,0,12.559,0,14.641,13.666,59.555
2020,1,3,22,54,0,0,23.684,0,0,0,0,0,0,71,77,1,20.235,35.341,45.827,41.3,36.449,45.3,36.028,31.966,11,0
2020,1,4,20.7,33.006,23.506,19.5,39.894,39.894,20.3,25.776,0,18.256,0,0,29.278,17,19.415,39.894,45.855,32.107,43.917,24.025,11.599,21.106,12.011,0
2020,1,5,5.124,3,3.199,21.5,0,0,0,0,0,2.732,0,4.199,74,0,1.613,7.856,35.939,28.778,49.564,37.323,27.425,57.351,17.861,0
2020,1,6,20.7,8.886,20.7,40.379,2,25.748,20.7,43.509,0,20.495,0,25,67,14.589,11.018,0,37.004,11.609,11.385,48.612,30.957,0,6.627,1.192
2020,1,7,21.242,43.418,20.139,49,0,43.315,0,59,0,14,0,24,64,9,0,0,17.869,0,0,0,0,0,10.32,14.3
2020,1,8,26.3,53,20.139,22,46.392,36.846,36.671,34.381,0,35,0,17.081,64,29,0.069,5,0,0,0,1.797,0.143,0,21.115,39.417
2020,1,9,32.532,49,20.198,9,35,8.514,27.644,42,52.945,0,18.335,29.005,15.3,0.105,38.677,38.534,32.828,24.073,56.942,40.898,42.943,18.335,20.198,20.652
2020,1,10,39.33,0,0,20.198,16.854,39.704,37.029,0,48.11,9,18.335,24.213,5.573,53.977,43,0,0,0,0,14.215,7.191,26.613,0,0
2020,1,11,14.423,0,0,0,20.198,37.422,37.241,41,38.534,27.3,26.129,44.949,6.415,19.3,20.198,32.3,32.541,67,44.949,43.856,25.014,6.303,4.472,0
2020,1,12,0,0,0,0,0,0,0,47.035,0,63.728,0,74,9,0,0,13.738,0,31.261,36.65,14.463,22.095,37.621,14.748,3.222
2020,1,13,13.922,0,4.133,28.922,9.3,10.3,39.091,25.353,0,27,18,0,23,0,0,0,9.02,10.4,10.605,0,10.605,0,6.384,2.027
2020,1,14,7.922,6.718,0,44.369,38.452,0,0,58.863,0,0,14.277,0,54.811,0,0,0,3.993,20.7,20.37,37.344,48.7,45.3,42.767,5
2020,1,15,19.629,20.479,0,20.7,40,44,20.7,23,0,0,27.521,0,33,0,20.7,40.329,42,17.572,0,24.7,13.404,41,8.8,9.841
2020,1,16,28.582,19,10,25,47,44,47,22,0,0,20.977,0,20.7,0,8.282,15.3,39.612,24.794,19.922,30.3,37.096,31.334,4,0
2020,1,17,10.634,3.815,19,5,0.281,15.746,12,24.88,16,0,5.656,0,4,0,5,0,28.218,0,0,0,20.002,5.015,10.647,8.83
2020,1,18,10.647,0,10.647,0,31.347,10.647,30.657,0,27,72,12.612,0,7,0,10.647,14.364,39,41.4,0,9.982,26.802,36.608,9.3,36
2020,1,19,47,16,28,0,45,25.3,36,4,15,32,16.607,0,19.1,0,7,12.417,45.733,6,40.016,41.4,63.604,16.183,0,40
2020,1,20,44,0,19,0,40,46.3,54,18.348,73,0,21.268,0,54,0,9,12.42,37.3,0,7.593,41.4,20.894,32,35.531,49.166
2020,1,21,18.485,19.697,33,27.385,50.91,41.3,30.487,35,0,0,20.977,0,50.91,0,10,20,20.3,0,20.7,0,31.829,31.829,0,0
2020,1,22,12.892,0,8,28.769,49,20.7,17.395,8.609,65.715,0,23.452,0,32,0,35.601,41.4,4.813,0,20.7,42.623,66.135,37.573,9.067,25.438
2020,1,23,12.451,19,5,22.69,36.055,0,4.911,17.422,60,0,12.062,0,19.927,0,0,48,41.993,33.505,34.004,44.155,34.472,29.967,0,0
2020,1,24,7.16,13,4,30.765,15,15.994,28.438,3,75,0,9.763,0,25.515,0,0,38.967,30.765,44.166,61.967,7.759,13.772,23.916,16.527,12.665
2020,1,25,20.016,0,7.35,55.693,20.016,20.016,0,3,58,0,9.458,0.678,23.691,0,0,47,7,22.168,0,7.9,2.849,0,1.867,0
2020,1,26,0,0,0,0,0,0,0,12,64.157,0,4.287,10.358,20.487,0,1.867,59,0,20.289,43.761,0,7.294,0,0,0
2020,1,27,0,0,0,0.252,0.253,0,0,34,60,60,2.156,4,35.755,0,0,49,0,0,0,0,0,0,36,12.47
2020,1,28,0,0,0,0,0,0,24.489,26.76,61.398,20.169,3.789,0,0,14.524,18.468,0,40.251,25.392,52.268,37.77,0,0,0,0
2020,1,29,0,0,0,0,0,0,0,58,59,59,2.413,0,0,0,6.609,0,0,31.494,0,0,0,0,0,0
2020,1,30,0,0,0,0,0.545,0,53,58,59,51.583,0,0,0,77,9.265,5,47.039,44.531,17.739,19.72,10.938,38,0,13.605
2020,1,31,0,8,0,8.579,9,44.76,49.312,32,16.098,10.32,0,6.807,12,0,0,12.436,31.815,32.202,31.563,51.422,33,32,6,9.27
2020,2,1,0,0,0,3.333,13,10.18,0.998,5,0,0.939,42,0,47.154,0,0,0,0,20.613,21.679,5.69,5.58,13.664,2.164,3.742
2020,2,2,0,12.639,0,5.294,0,23,0,8,0,3.519,55,74,74,0,6.949,20.77,28.031,16.3,20.3,0.803,25.129,18.322,17.659,0
2020,2,3,18,16.565,0,8.859,0,43.097,0,20.7,5.832,4.034,5.4,3.771,11.915,0,1.3,10,20.712,22.992,0,0,41.365,42,28.5,17.632
2020,2,4,3,2,0,6.866,0,38,48.3,32,19,11.835,33,23,9.425,0,0,18.999,34.667,33.037,42.987,41,60.24,44.3,45,48
2020,2,5,23,0,0,0,0,20.7,37,0,20.7,30.774,8.136,60.24,8,4,15.208,26,41.4,22.3,0,0,37.161,41.4,38.728,42
2020,2,6,16,25.403,0,0,0,25.3,53.412,0,16.598,30.577,18,47,0,22,21.497,23,40.461,41,18.889,29.902,48.161,46,43.362,43.362
2020,2,7,18,22.068,0,18,0,0,28.757,0,9.844,20.592,0,43.362,46,0,31.336,20.7,20.592,47.3,24.3,46.632,48.393,12.026,40.875,26.3
2020,2,8,32.514,28.271,27.693,6.3,25.3,25.3,33.969,15.667,10.876,8.764,0,27.693,0,0,15.667,27.201,28.115,20.3,0,0,0.283,20.7,20.3,14.3
2020,2,9,20.7,18,31,10.3,20.7,8.444,8.6,20.7,3,11.189,0,35,0,0,20.7,13.3,29.3,37,0,0,18.3,20.7,20.7,13.947
2020,2,10,16,21,0,0,43,32.094,54.3,38,22,14.914,4,51,0,0,0,0,37.103,20.243,0,20.3,2.106,11.506,20.7,0
2020,2,11,53,5,0,28.3,9.38,22.371,58.234,46,31,17.006,35,48,0,0,10.437,26.353,41.4,22.3,0,20.7,16.93,32.152,0,12.325
2020,2,12,59,44,0,24.3,13.441,20.3,62.1,27.3,39,22.152,37,54,0,0,7.857,20.939,41.4,19.825,0,0,15.464,20.7,0,10.424
2020,2,13,41,25,0,29,8.058,20.3,27.733,59,21,16.194,37,56,0,18,11.266,28.4,19.6,31.472,50.7,21.613,16.377,20.7,0,10.986
2020,2,14,39,10.34,19.219,35,5.34,20.7,40.719,61.419,33,31.3,61,22.6,0,18,21.574,28.745,46,20.533,41.4,30.192,27.6,31.04,9.6,14.972
2020,2,15,49,31.5,16.914,47,19.013,27.3,51.74,57,18,28,34,9.679,0,13,18.995,23.715,22.897,20.7,41.4,17.6,41,10.34,2.6,20.161
2020,2,16,32.255,25.111,15.304,17.528,5.3,27,35.3,43,7.734,38,28.434,7.734,0,0,14.321,16.11,17.194,25.251,4.47,15.857,41.4,3.833,10.6,15.641
2020,2,17,20.761,17.133,0,0.061,20.761,18.504,20.761,20.327,0.305,23.3,20,0.061,0,9,0,0.047,20.327,40.757,58.545,20.266,24.221,11.879,22.572,15.971
2020,2,18,20.921,0,20.921,20.921,0,0,30.63,4.95,19,63,16,0,0,73,0,4.307,4.95,19.508,20.119,12,15.292,22.215,52,0
2020,2,19,0,2.494,5.259,0,0,0,17.031,12.259,10,60,6.259,0,0,70,0,2.685,0,0,14.569,0,0,5.554,0,0
2020,2,20,0,5.906,16,19.961,1.936,11.089,0,4,19,59,0,0,0,64,0,2.995,0,0,0,23.694,15.842,0,3.053,2.464
2020,2,21,0,15.459,18.738,34,19,37.749,43.658,20.418,6.734,23,0,6.679,13.857,24,24.193,53,36.532,28.667,17.678,26.3,30.98,10.457,52,27.3
2020,2,22,0,15.631,8,26.667,19.835,21.3,17.984,0,0,9.896,0,7.709,0,8.822,0,20,21,9.3,41,29.622,0,37.232,21.486,15.206
2020,2,23,14.609,18.232,26,35.906,27.163,0,35.906,0,25.963,80,0,10.611,15.206,19.034,13,20.7,24,20.7,33,20.7,0,27.159,14.076,20
2020,2,24,5.208,0,48,35.906,50.843,1.159,50.415,27.159,53.549,69.728,42.287,13.304,15.206,14.035,8.239,20.7,12.159,45.573,60.936,35,6.055,28,22.867,22.418
2020,2,25,9.536,3,23.727,23,22.418,22.418,22.418,22.418,20.601,58.241,58.834,9.065,30,10.809,82,13.132,8,0,6.107,0,0.375,15.659,10.585,0
2020,2,26,6.907,47,25.253,25.253,23.97,25.253,19.558,16,15.967,0,0,7.297,0,9.33,21,0,25.253,40.849,52.104,49.785,4,16.191,10.928,10.348
2020,2,27,0.73,4.08,46.605,25.167,24.89,4.53,25,20.89,44.604,37.279,62.41,0.657,39.1,1,18.421,0,40.218,31.827,42,41.4,28.944,49,20.7,40
2020,2,28,12.123,46,30.987,42.043,43,17.343,13,20.7,62.1,15.317,28.3,10.114,25.043,23,20.7,19.043,32,22.4,38.678,34.944,20.3,41.4,19.497,27.3
2020,2,29,20.7,51,25.894,33.716,27,20.498,7,9.528,39.079,10.237,0,4.099,0,7.984,4.444,0,0,8.406,16,6.632,39.748,35.336,10,20.038
2020,3,1,10,0,28.61,0,0,4,28.61,24.259,39.265,10,0,5.545,0,3,0,14.913,4.351,20.406,12.923,0,11.755,0,0,35
2020,3,2,3.649,0,47,5,34.685,33.022,46,81,49.381,0,0,14.192,6,0,16.814,0,30.425,49.514,61.163,40.085,44.979,0,0,27.368
2020,3,3,0,20.7,35.824,16.565,27.368,27.368,27.368,27.368,17.831,0,0,85,40,89,0,6.612,27.368,0,0,0,4.418,0,0,20.004
2020,3,4,0,0,31.835,6.936,31.835,27.636,31.835,31.835,0,0,14.902,16.552,1.252,11.267,31.835,20.7,17.359,42.3,32.816,48.3,0,0,0,0
2020,3,5,21.728,8,28.535,19.027,18,6.389,23.227,4.3,0,13,1.396,16.657,0,4.651,24.934,10.3,24.934,5.093,0,0,23.3,19.287,0,0
2020,3,6,20.7,11,44,20,27,56,22.3,23.875,29.873,31.412,20.7,28.3,7.3,18.564,26,1.3,0,3.6,0,26,32.669,31.3,33,11.018
2020,3,7,12.718,20.108,40,18.39,1,12.3,6.718,4.717,12.282,18.735,14.4,41.3,0,9.128,0,0,12.39,15.3,7.3,0,44.449,26.089,26.089,0
2020,3,8,3.39,0,2.39,0,6.458,7.507,0,0.678,0.418,45.11,28.187,23.877,74,0.515,32.14,0,0,13.909,24.695,20,24.695,17.884,15.63,0
2020,3,9,1.49,3.594,1.39,5.771,18,24.695,14.69,24.695,19.69,24.695,24.695,0,6.458,19.69,30.484,43.279,44.235,47.937,20.7,47.134,30.006,26.565,18.43,13.39
2020,3,10,11.75,2.893,0,20.7,20.7,34.773,3.69,7.69,34.676,4.05,34.773,2.66,0,20.798,0,24.36,0.098,35.359,0,48.242,14.035,14.035,15,0
2020,3,11,0,9.269,0,1.847,7.3,16.216,8.193,0,22.39,0,59,0,59.306,34.567,0,12.589,22,29.39,8.162,1.285,12.304,7.59,30.922,0
2020,3,12,4.752,0,0,0,4.752,0,4.752,0,23.39,0,59,1.69,59.723,0,19.59,1.285,0,0,12.13,0,36.37,38.574,12.066,9.956
2020,3,13,30.952,26.39,20.7,23,16.022,38.574,38.574,32.3,22.3,38.574,0,20.7,35.3,36.3,38.574,20.7,26.552,37.298,0,31.7,51,49,37.298,10.627
2020,3,14,23.245,23.245,20.7,35,14.089,52,20.545,26.284,26.3,45.245,16.598,20.7,20.7,41.4,15.245,18.545,9.545,44,22.415,9.657,39.802,36,20.7,13.928
2020,3,15,20,23,25,41,4.3,49.583,0,0,0,0,0,38.794,2.133,0,20.7,20.7,19.3,14.315,0,11.015,41.4,19.69,15.7,10.866
2020,3,16,5,8,11,22,7.3,43,33.196,25,13.609,0,0,43,0,16.8,0,19,0,23.52,0,0,11.456,0,1,20.7
2020,3,17,0,12.055,24,32.755,0,12.055,0,17,18.522,24,0,40,0,16.4,18.145,32,26.3,27.797,0,37.415,3.3,46,20.7,20.7
2020,3,18,15.357,9.346,25.582,38,26.861,44.3,50.485,15,17.552,39,0.287,60,50.1,12.779,14.491,36,13.3,34.554,32.7,42.3,27.953,40.664,13.739,34.439
2020,3,19,17.131,11.3,23.446,0,23.824,14.3,0,15,9.34,4,0.45,26.258,0.29,6.711,0,0,20.7,36.853,35.163,38.735,24.535,20.7,23.594,0
