"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2020,1,1,0,46,63,69,74,80,92,97,98,92,74,47,43,45,16,24.6,31,81,84,90,92,93,93,93
2020,1,2,0,93,93,93,93,93,93,97,99,99,99,94,94,94,0,50.886,92,93,93,93,93,92,89,89
2020,1,3,0,62,41,41,52,54,47,55,74,86,91,70,94,90,13.653,46.585,92,71,74,84,92,93,92,91
2020,1,4,0,48,32,40,54,51,38,47,17.8,50,49,55,75,87,11.677,38.871,84,90,93,79,46,41,41,41
2020,1,5,0,41,41,41,41,41,41,50,65,56,73,94,94,94,8.2,42.98,89,58,59,70,85,87,91,93
2020,1,6,0,77,73,50,51,48,53,56,54,54,54,47,57,69,13.539,37.397,65,70,72,75,72,60,62,62
2020,1,7,0,41,41,41,41,41,41,49,54,54,54,44,44,44,7.91,22.706,41,41,41,41,41,41,41,41
2020,1,8,0,56,55,85,92,92,93,95,57,54,54,54,44,44,41,21.115,41,41,41,41,41,41,41,41
2020,1,9,0,42,41,41,41,49,60,76,94,93.278,99,85,50.977,64,28.2,36.353,59,68,92,93,93,92,92,92
2020,1,10,0,72,79,92,92,92,76,77,74,63.457,75,80,85.29,94,93,46.68,93,93,92,68.489,93,93,92,92
2020,1,11,0,93,93,93,93,67.489,5,75,99,123.4,89,67,74.816,114,96,69.75,66.121,66.812,91,12,92,93,79,85
2020,1,12,0,82,56,49,59,64,69,82,91,83.663,99,94,94,94,93,51.296,81.815,81.559,93,12,93,93,93,93
2020,1,13,0,92,93,92,93,11.325,0,93,68.389,72.233,86,72,72,70,83,30.188,69.836,54.793,52,0,55,49,61,45
2020,1,14,0,47,41,41,41,0,0,61,54,50.873,54,45,55,65,88,51.958,78.908,0,0,20,32.4,84,91,91
2020,1,15,0,93,92,93,91,0,0,95,99,114,141,111,108,105,87,82,37.053,0.641,5,5,0,0,0,19
2020,1,16,6.8,20,51,82,84,0,0,94,99,98,97,89,87,88,87,90,69.674,70.892,92,73,63,0,0,42
2020,1,17,0,41,41,41,41,0,0,49,54,54,54,54,44,44,42,41,87.965,34.573,45,41,55,0,17,80
2020,1,18,0,92,92,93,93,32,32,96,99,98,91,81,73,69,60,43,20.387,7.383,24.4,17,31,0,0,59
2020,1,19,0,52,56,54,49,0,0,71,75,79,70,52,54,53,47,40,7.336,20.876,77,80,88,32,62,93
2020,1,20,0,93,92,92,92,77,33,97,99,100,98,81,61,55,42,34,12.833,1.418,19.3,15.8,14.2,0,0,69
2020,1,21,0,70,69,65,74,22,25,90,96,98,98,91,80,75,83,87,65.623,69.837,45.925,92,92,32,92,92
2020,1,22,0,92,92,92,91,44,31,96,99,99,100,96,45.6,61.8,67,82,29.706,42.488,0,93,83.226,13,56,70
2020,1,23,0,56,39,47,41,1,0,47.81,54,54,64,65,49,57,70,68.9,76.786,59.921,0,93,85.766,32,35,56
2020,1,24,0,33.995,37,91,92,52,0,58.375,89,57,54,48,70,54,55,61.7,77.43,64.878,0,42.161,42.698,0,0,92
2020,1,25,0,56,52,32,93,52,0,50.467,54,54,54,54,44,44,41,28.479,44,60.197,0,54.787,44.467,0,0,41
2020,1,26,0,5,0,0,41,1,0,85.032,99,75,96,94,93,91,86,78.8,93.976,36.927,0,74.868,66.299,0,0,41
2020,1,27,0,35.7,0,0,41,1,1,46.95,54,54,54,54,44,44,41,28.507,43.99,60.663,0,38.379,38.915,0,41,41
2020,1,28,0,35.7,0,0,41,1,1,51.64,71,94,99,93,90,92,86,46.7,93,35.294,0,60.88,71.049,0,75,41
2020,1,29,0,13.793,0,0,41,1,1,47.785,54,54,54,54,44,44,41,28.757,44,42.626,0,38.201,38.913,0,67,67
2020,1,30,0,5,1,0,41,0,1,46.863,54,54,61,64,94,94,93,83.928,72,67.899,0,92,67.054,61,79,67
2020,1,31,0,92,61.3,92,93,0,50,72.919,60.654,88,64,35,31.071,17.2,14,27.7,65.981,11.567,0,93,87.274,92,93,88
2020,2,1,0,64,12,76,61,0,1,46.953,30.102,54,54,58,45.523,44,41,40.973,76.5,40.383,0,73,86.444,92,79,65
2020,2,2,0,63,24,55,56,0,10.6,65,48.852,95,99,94,51.284,84,54,27.632,15.273,0.228,0,21.9,33.197,74,79,89
2020,2,3,0,92,92,92,91,0,34,95,41.16,97,90,65,38.385,77,65,43.909,36.279,0,0,0,4.186,14,9.6,4.4
2020,2,4,0,10,0,7.6,12,0,0,10.7,26.554,0.8,17.7,0,15.4,16.4,7,4.747,12.591,0,0,22,70.022,87,90,89
2020,2,5,0,92,93,93,92,32,49.9,97,66.978,100,98,80,34.623,29.188,33,17.202,17.684,0,0,0,7.754,27.8,26.4,0
2020,2,6,0,37.7,34,50.4,47,22,40.9,87.2,61.53,88.151,83.2,80.6,77,76.7,81,28.2,63.852,5.647,64,12,14.5,69.3,82,84
2020,2,7,90,92,0,93,93,93,95.7,60.998,65.877,61.309,65.521,62.841,94,54.693,93,78,87.83,69.012,92,32,91,91,90,78.3
2020,2,8,35.8,68.2,53.5,60,57,58,57.913,44.371,44.75,40.39,30.932,25.731,25,22.9,20,13.891,12.971,0,5,0,16,16,18,18
2020,2,9,17,20,8.148,11,0,12,13.538,17.895,25.628,32.074,38,19,24,17,7,4.515,9.235,0,5,0,15,25,29,33
2020,2,10,32,32,17.631,43,0,60,51.18,47.146,49.424,65.418,82,66,83,93,91,88.271,83.09,74.442,72,50,61,79,85,93
2020,2,11,91,85,50.865,83,25,90,89.748,59.174,63.009,46.379,83,59,36,1.3,19,16.199,13.283,0.338,38,58,62,72,62.654,80
2020,2,12,35.9,43.042,52.5,67,25,84,45.9,26.8,70.946,46,54.5,58.5,58.045,26.9,23,18.177,12.419,0.573,29,31,36,44,55,56
2020,2,13,43,12.994,18.282,21.274,0,42,40.574,21.258,48.2,19.044,59.1,79,82,41.075,81,78.606,66.446,60.821,92,67,59,64,70,79
2020,2,14,90,56.746,55.041,55.159,50,88,91.18,66.267,73.143,79.141,114,115,112,81.198,109,87.126,65.973,60.166,92,93,93,93,92,91
2020,2,15,91,27.266,21.691,25.1,0,72.6,0,71.6,59.048,86.9,83,68,89,88.6,67.3,46.2,36.293,0,17.4,12.11,3.1,22.11,22.9,21.5
2020,2,16,15.472,79.6,77,59,0,44,0,28.6,45.943,76,78,72,70,73,41.241,21.971,8.736,1.721,26,62,87,71,63,56
2020,2,17,49,40.388,42,61,77,84,79.631,91,73.898,96,92,91,86,89,90,87.988,78.418,72.437,93,93,93,93,93,93
2020,2,18,93,54.818,92,92,93,92,88.364,86,65.931,64,76,73,73,82,93,89.78,80.878,76.748,67,43,41,41,41,41
2020,2,19,41,23.9,41,41,54,52,46.528,49,42.435,55,72,68,77,71,64,64.531,50.759,72.393,83,74,71,76,72,76
2020,2,20,77,42.3,66,66,56,41,43.43,49,42.155,54,54,44,44,44,41,40.131,36.237,34.635,41,92,92,93,93,92
2020,2,21,93,33.273,93,93,91,82,39.427,72,38.692,53.2,45,24,30,27,25,11.532,16.461,0,27,39,65,74,62,56
2020,2,22,51,17.683,41.3,43.2,39,43,32.015,53,33.395,19.074,42,21,19,18,8,10.631,9.512,0.025,13.3,85,88,87,88,84
2020,2,23,84,14.596,87,81,81,48.7,48.543,64,115,87.58,113,86,103,90,81,90.18,77.404,55.396,93,86,93,91,92,48
2020,2,24,41,21.47,44,84,92,92,59.801,128,93.192,51.32,99,76,93,63,53,87.065,88.888,16.445,91,93,93,93,93,92
2020,2,25,92,45.813,91,92,92,90,192.964,189,183.882,64.965,131,81,81,77,83,87.965,93,35.461,41,42,43,41,41,41
2020,2,26,41,23.294,87,93,93,90,69.354,69.542,68.951,40.045,61,56,18.48,48,51,37.162,72.939,54.661,83,93,92,89,92,92
2020,2,27,93,52.964,93,93,93,93,84.863,92.884,79.361,42.547,72,66,26.936,94,93,71.698,86.023,0,0,9,26,50,27,39
2020,2,28,54,45.21,83,84,78,72,39.21,117.022,62.749,96,71.8,73,40.643,70,39,6.348,8.582,0,0,36.5,46,51.9,53,56
2020,2,29,59,55.566,74,83,87,90,77.376,89.983,85.54,72.291,63.151,46.843,16.574,28,16,2.855,6.045,0,16,43.5,80,90,92,93
2020,3,1,63.156,13.281,87,81,81,48.7,48.657,59.016,103.195,114,64.033,21.339,60.778,90,81,79.824,86.459,0,93,86,93,91,92,48
2020,3,2,39.48,22.043,44,84,92,92,59.112,124.763,93.172,99,53.642,41.775,22.181,63,53,79.513,91.199,0,91,93,93,93,93,92
2020,3,3,92,43.063,91,92,92,90,192.963,189,183.787,129,63.521,42.132,61.011,77,83,87.965,93,0,41,42,43,41,41,41
2020,3,4,41,22.086,87,93,93,90,68.905,69.991,68.951,71,23.794,15.124,21.4,48,51,37.955,72.939,0,83,93,92,89,92,92
2020,3,5,93,48.54,93,93,93,93,84.677,92.99,78.397,86,36.287,37.816,73.803,94,93,71.981,86.023,0,0,0,26,50,27,39
2020,3,6,54,44.614,83,84,78,72,37.438,117.022,58.046,100.7,62.1,73,40.643,70,39,6.953,8.582,6.254,0,0,43.561,51.9,53,56
2020,3,7,59,55.126,74,83,87,90,77.064,90.225,68.495,77,64,48,16.574,28,16,3.074,6.045,2.065,0,0,80,90,65.8,93
2020,3,8,93,49.514,93,92,92,92,83.166,93.471,75.719,114,114,114,41.79,94,92,81.334,80.798,70.846,33,92,93,93,84,67
2020,3,9,92,74.809,91,91,91,92,226.085,198.452,107.327,123,122,189,40.185,100,104,83.214,104.934,41.151,33,92,92,92,92,92
